id_pokedex,nombre,especie,generacion,tipo_1,tipo_2,numero_tipos,ps,ataque,defensa,ataque_especial,defensa_especial,velocidad,total_estadisticas_base,altura_m,peso_kg,experiencia_base,habilidad_1,habilidad_2,habilidad_oculta,color,forma,habitat,ritmo_crecimiento,grupos_huevo,es_legendario,es_mitico,es_bebe,tasa_captura,felicidad_base,contador_eclosion,tasa_genero,descripcion,url_sprite,es_tipo_dual,imc,proporcion_ataque_defensa,total_fisico,total_especial,total_ofensivo,total_defensivo,distribucion_genero,nivel_estadisticas
811,Thwackey,Pokémon Ritmo,Generacion 8,planta,,1,70,85,70,55,60,80,420,0.7,14.0,147,Espesura,,Herbogénesis,verde,erguido,,medio_lento,"tierra, planta",Falso,Falso,Falso,45,50,20,1,Los Thwackey que marcan el ritmo más contundente con sus dos baquetas son los más respetados por sus congéneres.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,Falso,28.6,1.21,155,115,220,200,88% Macho / 12% Hembra,Promedio (400-499)
812,Rillaboom,Pokémon Percusión,Generacion 8,planta,,1,100,125,90,60,70,85,530,2.1,90.0,265,Espesura,,Herbogénesis,verde,humanoide,,medio_lento,"tierra, planta",Falso,Falso,Falso,45,50,20,1,Controla los poderes y las raíces de su singular tocón en combate golpeándolo como si fuera un tambor.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,Falso,20.4,1.39,215,130,270,260,88% Macho / 12% Hembra,Fuerte (500-599)
813,Scorbunny,Pokémon Conejo,Generacion 8,fuego,,1,50,71,40,40,40,69,310,0.3,4.5,62,Mar Llamas,,Líbero,blanco,erguido,,medio_lento,"tierra, humanoide",Falso,Falso,Falso,45,50,20,1,Se pone a correr para elevar su temperatura corporal y propagar la energía ígnea por todo el cuerpo. Desata así su verdadera fuerza.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,Falso,50.0,1.78,111,80,180,130,88% Macho / 12% Hembra,Debajo del promedio (300-399)
814,Raboot,Pokémon Conejo,Generacion 8,fuego,,1,65,86,60,55,60,94,420,0.6,9.0,147,Mar Llamas,,Líbero,gris,erguido,,medio_lento,"tierra, humanoide",Falso,Falso,Falso,45,50,20,1,Su suave pelaje lo protege del frío y le permite incrementar todavía más la temperatura de sus movimientos de tipo Fuego.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,Falso,25.0,1.43,146,115,235,185,88% Macho / 12% Hembra,Promedio (400-499)
815,Cinderace,Pokémon Delantero,Generacion 8,fuego,,1,80,116,75,65,75,119,530,1.4,33.0,265,Mar Llamas,,Líbero,blanco,erguido,,medio_lento,"tierra, humanoide",Falso,Falso,Falso,45,50,20,1,"Convierte piedras en balones de fuego dándoles toques y, luego, chuta con fuerza hacia el rival para chamuscarlo.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,Falso,16.8,1.55,191,140,300,230,88% Macho / 12% Hembra,Fuerte (500-599)
816,Sobble,Pokémon Acuartija,Generacion 8,agua,,1,50,40,40,70,40,70,310,0.3,4.0,62,Torrente,,Francotirador,azul,cuadrupedo,,medio_lento,"agua1, tierra",Falso,Falso,Falso,45,50,20,1,"Cuando se espanta, libera unas lágrimas con un factor lacrimógeno equivalente a 100 cebollas para hacer llorar también al rival.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,Falso,44.4,1.0,80,110,180,130,88% Macho / 12% Hembra,Debajo del promedio (300-399)
817,Drizzile,Pokémon Acuartija,Generacion 8,agua,,1,65,60,55,95,55,90,420,0.7,11.5,147,Torrente,,Francotirador,azul,erguido,,medio_lento,"agua1, tierra",Falso,Falso,Falso,45,50,20,1,Crea bolas de agua con el líquido que segrega por las palmas de las manos y las usa en combate de forma estratégica.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,Falso,23.5,1.09,115,150,245,175,88% Macho / 12% Hembra,Promedio (400-499)
818,Inteleon,Pokémon Agente,Generacion 8,agua,,1,70,85,65,125,65,120,530,1.9,45.2,265,Torrente,,Francotirador,azul,erguido,,medio_lento,"agua1, tierra",Falso,Falso,Falso,45,50,20,1,Esconde algunos trucos bajo la manga: puede disparar agua por los dedos o planear con las membranas de su espalda.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,Falso,12.5,1.31,150,190,330,200,88% Macho / 12% Hembra,Fuerte (500-599)
819,Skwovet,Pokémon Abazón,Generacion 8,normal,,1,70,55,55,35,35,25,275,0.3,2.5,55,Carrillo,,Gula,marron,erguido,,medio,tierra,Falso,Falso,Falso,255,50,20,4,Este Pokémon se encuentra por todo Galar. No se queda tranquilo hasta que tiene ambos carrillos atiborrados de bayas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,Falso,27.8,1.0,110,70,115,160,50% Macho / 50% Hembra,Debil (<300)
820,Greedent,Pokémon Avaricia,Generacion 8,normal,,1,120,95,95,55,75,20,460,0.6,6.0,161,Carrillo,,Gula,marron,erguido,,medio,tierra,Falso,Falso,Falso,90,50,20,4,"Sus incisivos, de fuerza y dureza extraordinarias, le permiten mordisquear incluso las bayas más duras. Es un Pokémon muy común en Galar.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,Falso,16.7,1.0,190,130,170,290,50% Macho / 50% Hembra,Promedio (400-499)
821,Rookidee,Pokémon Pajarito,Generacion 8,volador,,1,38,47,35,33,35,57,245,0.2,1.8,49,Vista Lince,Nerviosismo,Sacapecho,azul,alas,,medio_lento,volador,Falso,Falso,Falso,255,50,15,4,"De naturaleza valiente, planta cara a cualquier rival, por muy fuerte que sea. Los contraataques que recibe le sirven para fortalecerse.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,Falso,45.0,1.34,82,68,137,108,50% Macho / 50% Hembra,Debil (<300)
822,Corvisquire,Pokémon Cuervo,Generacion 8,volador,,1,68,67,55,43,55,77,365,0.8,16.0,128,Vista Lince,Nerviosismo,Sacapecho,azul,alas,,medio_lento,volador,Falso,Falso,Falso,120,50,15,4,"Su inteligencia le permite servirse de objetos. Por ejemplo, recoge y lanza piedras con las patas, o utiliza cuerdas para atrapar a su oponente.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,Falso,25.0,1.22,122,98,187,178,50% Macho / 50% Hembra,Debajo del promedio (300-399)
823,Corviknight,Pokémon Cuervo,Generacion 8,volador,acero,2,98,87,105,53,85,67,495,2.2,75.0,248,Presión,Nerviosismo,Coraza Reflejo,morado,alas,,medio_lento,volador,Falso,Falso,Falso,45,50,15,4,No tiene rival en los cielos de Galar. El acero negro y lustroso de su cuerpo intimida a cualquier adversario.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,Verdadero,15.5,0.83,192,138,207,288,50% Macho / 50% Hembra,Promedio (400-499)
824,Blipbug,Pokémon Pupa,Generacion 8,bicho,,1,25,20,20,25,45,45,180,0.4,8.0,36,Enjambre,Ojo Compuesto,Telepatía,azul,armadura,,medio,bicho,Falso,Falso,Falso,255,50,15,4,"Siempre está recopilando información, por lo que es muy inteligente, aunque su fuerza deja bastante que desear.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,Falso,50.0,1.0,40,70,90,90,50% Macho / 50% Hembra,Debil (<300)
825,Dottler,Pokémon Radomo,Generacion 8,bicho,psiquico,2,50,35,80,50,90,30,335,0.4,19.5,117,Enjambre,Ojo Compuesto,Telepatía,amarillo,armadura,,medio,bicho,Falso,Falso,Falso,120,50,15,4,"Apenas se mueve, pero está vivo. Se cree que adquiere poderes psíquicos mientras permanece recluido en su caparazón sin comer ni beber.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,Verdadero,121.9,0.44,115,140,115,220,50% Macho / 50% Hembra,Debajo del promedio (300-399)
826,Orbeetle,Pokémon Siete Puntos,Generacion 8,bicho,psiquico,2,60,45,110,80,120,90,505,0.4,40.8,253,Enjambre,Cacheo,Telepatía,rojo,alas,,medio,bicho,Falso,Falso,Falso,45,50,15,4,Este Pokémon es conocido por su inteligencia. El gran tamaño de su cerebro es un indicio de la magnitud de sus poderes psíquicos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,Verdadero,255.0,0.41,155,200,215,290,50% Macho / 50% Hembra,Fuerte (500-599)
827,Nickit,Pokémon Zorro,Generacion 8,siniestro,,1,40,28,28,47,52,50,245,0.6,8.9,49,Fuga,Liviano,Vigilante,marron,cuadrupedo,,rapido,tierra,Falso,Falso,Falso,255,50,15,4,Se sustenta con el alimento que roba a otros Pokémon. Las almohadillas de sus patas son tan blandas que no hace ningún ruido al caminar.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,Falso,24.7,1.0,56,99,125,120,50% Macho / 50% Hembra,Debil (<300)
828,Thievul,Pokémon Zorro,Generacion 8,siniestro,,1,70,58,58,87,92,90,455,1.2,19.9,159,Fuga,Liviano,Vigilante,marron,cuadrupedo,,rapido,tierra,Falso,Falso,Falso,127,50,15,4,"Marca a su presa sin ser advertido. Sigue el olor y, cuando el otro Pokémon baja la guardia, aprovecha para robarle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,Falso,13.8,1.0,116,179,235,220,50% Macho / 50% Hembra,Promedio (400-499)
829,Gossifleur,Pokémon Adornofloral,Generacion 8,planta,,1,40,40,60,40,60,10,250,0.4,2.2,50,Pelusa,Regeneración,Efecto Espora,verde,masa,,medio,planta,Falso,Falso,Falso,190,50,20,4,"Si planta su única extremidad inferior en la tierra y se expone a abundante luz solar, sus pétalos cobran un color vivo.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,Falso,13.7,0.67,100,100,90,160,50% Macho / 50% Hembra,Debil (<300)
830,Eldegoss,Pokémon Adornalgodón,Generacion 8,planta,,1,60,50,90,80,120,60,460,0.5,2.5,161,Pelusa,Regeneración,Efecto Espora,verde,masa,,medio,planta,Falso,Falso,Falso,75,50,20,4,"Las semillas que tiene entre la pelusa son muy nutritivas. Arrastradas por el viento, devuelven la vitalidad a la flora y a otros Pokémon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,Falso,10.0,0.56,140,200,190,270,50% Macho / 50% Hembra,Promedio (400-499)
831,Wooloo,Pokémon Oveja,Generacion 8,normal,,1,42,40,55,40,45,48,270,0.6,6.0,122,Peluche,Fuga,Antibalas,blanco,cuadrupedo,,medio,tierra,Falso,Falso,Falso,255,50,15,4,Su lana rizada es tan acolchada que no se hace daño ni aunque se caiga por un precipicio.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,Falso,16.7,0.73,95,85,128,142,50% Macho / 50% Hembra,Debil (<300)
832,Dubwool,Pokémon Oveja,Generacion 8,normal,,1,72,80,100,60,90,88,490,1.3,43.0,172,Peluche,Impasible,Antibalas,blanco,cuadrupedo,,medio,tierra,Falso,Falso,Falso,127,50,15,4,Su lana es muy flexible. Las alfombras tejidas con ella adoptan una textura similar a la de las camas elásticas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,Falso,25.4,0.8,180,150,228,262,50% Macho / 50% Hembra,Promedio (400-499)
833,Chewtle,Pokémon Mordedura,Generacion 8,agua,,1,50,64,50,38,38,44,284,0.3,8.5,57,Mandíbula Fuerte,Caparazón,Nado Rápido,verde,cuadrupedo,,medio,"monstruo, agua1",Falso,Falso,Falso,255,50,20,4,"Muerde todo lo que se le ponga por delante. Al parecer, lo hace para aliviar el dolor que siente cuando le crecen los incisivos.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,Falso,94.4,1.28,114,76,146,138,50% Macho / 50% Hembra,Debil (<300)
834,Drednaw,Pokémon Mordisco,Generacion 8,agua,roca,2,90,115,90,48,68,74,485,1.0,115.5,170,Mandíbula Fuerte,Caparazón,Nado Rápido,verde,cuadrupedo,,medio,"monstruo, agua1",Falso,Falso,Falso,75,50,20,4,"Un Pokémon de temperamento feroz que atenaza a su presa con sus fuertes mandíbulas, capaces de destrozar una barra de hierro.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,Verdadero,115.5,1.28,205,116,237,248,50% Macho / 50% Hembra,Promedio (400-499)
835,Yamper,Pokémon Perrito,Generacion 8,electrico,,1,59,45,50,40,50,26,270,0.3,13.5,54,Recogebolas,,Cobardía,amarillo,cuadrupedo,,rapido,tierra,Falso,Falso,Falso,255,50,20,4,"Al correr, genera electricidad por la base de la cola. Es muy popular entre los pastores de Galar.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,Falso,150.0,0.9,95,90,111,159,50% Macho / 50% Hembra,Debil (<300)
836,Boltund,Pokémon Perro,Generacion 8,electrico,,1,69,90,60,90,60,121,490,1.0,34.0,172,Mandíbula Fuerte,,Tenacidad,amarillo,cuadrupedo,,rapido,tierra,Falso,Falso,Falso,45,50,20,4,La electricidad que genera y envía a sus patas le ayuda a desplazarse rápidamente. Puede correr sin descanso durante tres días y tres noches.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,Falso,34.0,1.5,150,150,301,189,50% Macho / 50% Hembra,Promedio (400-499)
837,Rolycoly,Pokémon Carbón,Generacion 8,roca,,1,30,40,50,40,50,30,240,0.3,12.0,48,Combustible,Ignífugo,Absorbe Fuego,negro,bola,,medio_lento,mineral,Falso,Falso,Falso,255,50,15,4,Fue descubierto hace aproximadamente 400 años en una mina. Casi la totalidad de su cuerpo presenta una composición igual a la del carbón.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,Falso,133.3,0.8,90,90,110,130,50% Macho / 50% Hembra,Debil (<300)
838,Carkol,Pokémon Carbón,Generacion 8,roca,fuego,2,80,60,90,60,70,50,410,1.1,78.0,144,Combustible,Cuerpo Llama,Absorbe Fuego,negro,piernas,,medio_lento,mineral,Falso,Falso,Falso,120,50,15,4,Forma carbón en el interior de su cuerpo. Los antiguos habitantes de Galar lo aprovechaban para sus labores diarias.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,Verdadero,64.5,0.67,150,130,170,240,50% Macho / 50% Hembra,Promedio (400-499)
839,Coalossal,Pokémon Carbón,Generacion 8,roca,fuego,2,110,80,120,80,90,30,510,2.8,310.5,255,Combustible,Cuerpo Llama,Absorbe Fuego,negro,humanoide,,medio_lento,mineral,Falso,Falso,Falso,45,50,15,4,"Aunque es de carácter sereno, monta en cólera si ve a seres humanos dañando una mina y reduce todo a cenizas con sus llamas a 1500 °C.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,Verdadero,39.6,0.67,200,170,190,320,50% Macho / 50% Hembra,Fuerte (500-599)
840,Applin,Pokémon Manzanido,Generacion 8,planta,dragon,2,40,40,80,40,40,20,260,0.2,0.5,52,Maduración,Gula,Antibalas,verde,serpentino,,slow-then-very-fast,"planta, dragon",Falso,Falso,Falso,255,50,20,4,"Habita durante toda su vida en el interior de una manzana. Finge ser una fruta para protegerse de los Pokémon pájaro, sus enemigos naturales.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,Verdadero,12.5,0.5,120,80,100,160,50% Macho / 50% Hembra,Debil (<300)
841,Flapple,Pokémon Manzanala,Generacion 8,planta,dragon,2,70,110,80,95,60,70,485,0.3,1.0,170,Maduración,Gula,Entusiasmo,verde,alas,,slow-then-very-fast,"planta, dragon",Falso,Falso,Falso,45,50,20,4,Ha evolucionado tras ingerir una manzana ácida. Las bolsas de las mejillas albergan un fluido cuya extrema acidez llega a provocar quemaduras.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,Verdadero,11.1,1.38,190,155,275,210,50% Macho / 50% Hembra,Promedio (400-499)
842,Appletun,Pokémon Manzanéctar,Generacion 8,planta,dragon,2,110,85,80,100,80,30,485,0.4,13.0,170,Maduración,Gula,Sebo,verde,cuadrupedo,,slow-then-very-fast,"planta, dragon",Falso,Falso,Falso,45,50,20,4,"Ha evolucionado tras ingerir una manzana dulce. De ahí que el olor que emana para atraer a sus presas, los Pokémon insecto, sea tan agradable.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,Verdadero,81.2,1.06,165,180,215,270,50% Macho / 50% Hembra,Promedio (400-499)
843,Silicobra,Pokémon Serp. Arena,Generacion 8,tierra,,1,52,57,75,35,50,46,315,2.2,7.6,63,Expulsarena,Mudar,Velo Arena,verde,serpentino,,medio,"tierra, dragon",Falso,Falso,Falso,255,50,20,4,"Almacena la arena que ingiere al perforar hoyos en la saca del cuello, cuya capacidad llega a alcanzar incluso los 8 kg.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,Falso,1.6,0.76,132,85,138,177,50% Macho / 50% Hembra,Debajo del promedio (300-399)
844,Sandaconda,Pokémon Serp. Arena,Generacion 8,tierra,,1,72,107,125,65,70,71,510,3.8,65.5,179,Expulsarena,Mudar,Velo Arena,verde,serpentino,,medio,"tierra, dragon",Falso,Falso,Falso,120,50,20,4,Se retuerce para expulsar por los orificios nasales hasta 100 kg de arena. La ausencia de esta mina su ánimo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,Falso,4.5,0.86,232,135,243,267,50% Macho / 50% Hembra,Fuerte (500-599)
845,Cramorant,Pokémon Tragón,Generacion 8,volador,agua,2,70,85,55,85,95,85,475,0.8,18.0,166,Tragamisil,,,azul,alas,,medio,"agua1, volador",Falso,Falso,Falso,45,50,20,4,"Su colosal potencia le permite machacar al rival de un solo golpe, aunque su carácter despistado lo lleva a olvidarse de su presencia.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,Verdadero,28.1,1.55,140,180,255,220,50% Macho / 50% Hembra,Promedio (400-499)
846,Arrokuda,Pokémon Arremetida,Generacion 8,agua,,1,41,63,40,40,30,66,280,0.5,1.0,56,Nado Rápido,,Hélice Caudal,marron,pez,,lento,agua2,Falso,Falso,Falso,255,50,20,4,"Se siente muy orgulloso de su afilada mandíbula. En cuanto detecta el más mínimo movimiento, va directo al objetivo para cargar contra él.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,Falso,4.0,1.58,103,70,169,111,50% Macho / 50% Hembra,Debil (<300)
847,Barraskewda,Pokémon Ensarta,Generacion 8,agua,,1,61,123,60,60,50,136,490,1.3,30.0,172,Nado Rápido,,Hélice Caudal,marron,pez,,lento,agua2,Falso,Falso,Falso,60,50,20,4,"Su mandíbula es tan puntiaguda como una lanza y tan dura como el acero. Al parecer, su carne es sorprendentemente deliciosa.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,Falso,17.8,2.05,183,110,319,171,50% Macho / 50% Hembra,Promedio (400-499)
848,Toxel,Pokémon Retoño,Generacion 8,electrico,veneno,2,40,38,35,54,35,40,242,0.4,11.0,48,Cobardía,Elec. Estática,Zoquete,morado,erguido,,medio_lento,sin_huevos,Falso,Falso,Verdadero,75,50,25,4,Secreta toxinas por la piel y las almacena en una bolsa de veneno interna. Tocarlo da calambre.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,Verdadero,68.7,1.09,73,89,132,110,50% Macho / 50% Hembra,Debil (<300)
849,Toxtricity,Pokémon Punki,Generacion 8,electrico,veneno,2,75,98,70,114,70,75,502,1.6,40.0,176,Punk Rock,Más,Experto,morado,erguido,,medio_lento,humanoide,Falso,Falso,Falso,45,50,25,4,"Cuando rasga las protuberancias del pecho para generar energía eléctrica, emite un sonido similar al de una guitarra, que reverbera en el entorno.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,Verdadero,15.6,1.4,168,184,287,215,50% Macho / 50% Hembra,Fuerte (500-599)
850,Sizzlipede,Pokémon Radiador,Generacion 8,fuego,bicho,2,50,65,45,50,50,45,305,0.7,1.0,61,Absorbe Fuego,Humo Blanco,Cuerpo Llama,rojo,tentaculos,,medio,bicho,Falso,Falso,Falso,190,50,20,4,Genera calor consumiendo el gas inflamable que almacena en su cuerpo. Los círculos amarillos del abdomen están particularmente calientes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,Verdadero,2.0,1.44,110,100,160,145,50% Macho / 50% Hembra,Debajo del promedio (300-399)
851,Centiskorch,Pokémon Radiador,Generacion 8,fuego,bicho,2,100,115,65,90,90,65,525,3.0,120.0,184,Absorbe Fuego,Humo Blanco,Cuerpo Llama,rojo,tentaculos,,medio,bicho,Falso,Falso,Falso,75,50,20,4,"Cuando genera calor, su temperatura corporal alcanza aproximadamente los 800 °C. Usa el cuerpo a modo de látigo para lanzarse al ataque.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,Verdadero,13.3,1.77,180,180,270,255,50% Macho / 50% Hembra,Fuerte (500-599)
852,Clobbopus,Pokémon Malcriado,Generacion 8,lucha,,1,50,68,60,50,50,32,310,0.6,4.0,62,Flexibilidad,,Experto,marron,tentaculos,,medio_lento,"agua1, humanoide",Falso,Falso,Falso,180,50,25,4,Emerge a tierra firme en busca de alimento. Su extrema curiosidad lo induce a golpear con los tentáculos todo lo que entra en su campo visual.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,Falso,11.1,1.13,128,100,150,160,50% Macho / 50% Hembra,Debajo del promedio (300-399)
853,Grapploct,Pokémon Jiu-Jitsu,Generacion 8,lucha,,1,80,118,90,70,80,42,480,1.6,39.0,168,Flexibilidad,,Experto,azul,tentaculos,,medio_lento,"agua1, humanoide",Falso,Falso,Falso,45,50,25,4,Todo su cuerpo es una mole de puro músculo. Utiliza los tentáculos para ejecutar técnicas de estrangulamiento con una formidable potencia.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,Falso,15.2,1.31,208,150,230,250,50% Macho / 50% Hembra,Promedio (400-499)
854,Sinistea,Pokémon Té,Generacion 8,fantasma,,1,40,45,45,74,54,50,308,0.1,0.2,62,Armadura Frágil,,Cuerpo Maldito,morado,bola,,medio,"mineral, indeterminado",Falso,Falso,Falso,120,50,20,-1,"Según se dice, este Pokémon surgió de un alma solitaria que poseyó una taza abandonada llena de un té ya frío.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,Falso,20.0,1.0,90,128,169,139,Sin genero,Debajo del promedio (300-399)
855,Polteageist,Pokémon Té,Generacion 8,fantasma,,1,60,65,65,134,114,70,508,0.2,0.4,178,Armadura Frágil,,Cuerpo Maldito,morado,bola,,medio,"mineral, indeterminado",Falso,Falso,Falso,60,50,20,-1,"Se hospeda en teteras dignas de un anticuario. Las originales son escasísimas, pero existe un gran número de burdas falsificaciones.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,Falso,10.0,1.0,130,248,269,239,Sin genero,Fuerte (500-599)
856,Hatenna,Pokémon Calma,Generacion 8,psiquico,,1,42,30,45,56,53,39,265,0.4,3.4,53,Alma Cura,Anticipación,Espejo Mágico,rosa,piernas,,lento,hada,Falso,Falso,Falso,235,50,20,8,Percibe los sentimientos de los seres vivos con la protuberancia de la cabeza. Solo abre su corazón a quienes muestren un carácter sosegado.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,Falso,21.2,0.67,75,109,125,140,Siempre hembra,Debil (<300)
857,Hattrem,Pokémon Serenidad,Generacion 8,psiquico,,1,57,40,65,86,73,49,370,0.6,4.8,130,Alma Cura,Anticipación,Espejo Mágico,rosa,humanoide,,lento,hada,Falso,Falso,Falso,120,50,20,8,Silencia a cualquiera que muestre una emoción intensa sin importar de quién se trate y recurre para ello a métodos a cuál más violento.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,Falso,13.3,0.62,105,159,175,195,Siempre hembra,Debajo del promedio (300-399)
858,Hatterene,Pokémon Silencio,Generacion 8,psiquico,hada,2,57,90,95,136,103,29,510,2.1,5.1,255,Alma Cura,Anticipación,Espejo Mágico,rosa,masa,,lento,hada,Falso,Falso,Falso,45,50,20,8,"Para mantener alejados a los demás seres vivos, emana a su alrededor ondas psíquicas cuya potencia es capaz de provocar jaquecas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,Verdadero,1.2,0.95,185,239,255,255,Siempre hembra,Fuerte (500-599)
859,Impidimp,Pokémon Astuto,Generacion 8,siniestro,hada,2,45,45,30,55,40,50,265,0.4,5.5,53,Bromista,Cacheo,Hurto,rosa,humanoide,,medio,"hada, humanoide",Falso,Falso,Falso,255,50,20,0,"Con el fin de revitalizarse, inhala por la nariz la energía negativa que desprenden tanto personas como Pokémon cuando están descontentos.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,Verdadero,34.4,1.5,75,95,150,115,Siempre macho,Debil (<300)
860,Morgrem,Pokémon Malicioso,Generacion 8,siniestro,hada,2,65,60,45,75,55,70,370,0.8,12.5,130,Bromista,Cacheo,Hurto,rosa,humanoide,,medio,"hada, humanoide",Falso,Falso,Falso,120,50,20,0,"Su estrategia consiste en postrarse ante el rival y fingir una disculpa para ensartarlo con el mechón que tiene en la espalda, afilado cual lanza.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,Verdadero,19.5,1.33,105,130,205,165,Siempre macho,Debajo del promedio (300-399)
861,Grimmsnarl,Pokémon Voluminoso,Generacion 8,siniestro,hada,2,95,120,65,95,75,60,510,1.5,61.0,255,Bromista,Cacheo,Hurto,morado,humanoide,,medio,"hada, humanoide",Falso,Falso,Falso,45,50,20,0,"Cuando enrolla sus cabellos por todo el cuerpo, aumenta su potencia muscular. Posee una fuerza capaz de someter a Machamp.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,Verdadero,27.1,1.85,185,170,275,235,Siempre macho,Fuerte (500-599)
862,Obstagoon,Pokémon Bloqueador,Generacion 8,siniestro,normal,2,93,90,101,60,81,95,520,1.6,46.0,260,Audaz,Agallas,Competitivo,gris,erguido,,medio,tierra,Falso,Falso,Falso,45,50,15,4,La potencia de su voz es realmente pasmosa. La técnica que usa para intimidar al rival mientras grita recibe el nombre de Obstrucción.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,Verdadero,18.0,0.89,191,141,245,275,50% Macho / 50% Hembra,Fuerte (500-599)
863,Perrserker,Pokémon Vikingo,Generacion 8,acero,,1,70,110,100,50,60,50,440,0.8,28.0,154,Armadura Batalla,Garra Dura,Alma Acerada,marron,erguido,,medio,tierra,Falso,Falso,Falso,90,50,20,4,El pelo de la cabeza se le ha endurecido hasta el punto de parecer un yelmo de hierro. Posee un temperamento muy combativo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,Falso,43.7,1.1,210,110,210,230,50% Macho / 50% Hembra,Promedio (400-499)
864,Cursola,Pokémon Coral,Generacion 8,fantasma,,1,60,95,50,145,130,30,510,1.0,0.4,179,Armadura Frágil,,Cuerpo Mortal,blanco,brazos,,rapido,"agua1, agua3",Falso,Falso,Falso,30,50,20,6,Su energía espiritual ha aumentado hasta hacerlo desprenderse de su base caliza. Protege el alma del núcleo con su cuerpo espectral.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,Falso,0.4,1.9,145,275,270,240,25% Macho / 75% Hembra,Fuerte (500-599)
